Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
1050001197864,,AssetGen Partner Ltd,ADVANCED THERMATREATMENT PLANT,RATTYS LANE,,HODDESDON,Herts,EN11 0RF,England,538798,208872,RYE HOUSE 132kV,RYE HOUSE GRID 33kV,,33kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2016-10-01,,,,,,,,,,,,,,2020-12-14,0.00976269540928373,51.7613391000051,"51.7613391000051,0.00976269540928373",EPN-S0000000G7015,Fossil fuel
1050000841917,,ESM Power Ltd,FDG B-01 COLTISHALL SOLAR PARK,BARTON ROAD,,Coltishall,Norfolk,NR10 5AJ,England,626071,323041,NORWICH MAIN 132kV,THORPE GRID 132/11kV,,33kV,Eastern Power Networks (EPN),solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Connected,40.0,40.0,42.105,,,2015-03-28,,,,,,,,,,,,,,2021-03-12,1.34888791431609,52.7576476137413,"52.7576476137413,1.34888791431609",EPN-S0000000D5014,Solar PV
1050001036689,,The Abbey Group,FDG A-14 HONEYSOME ROAD,,,CHATTERIS,Cambs,PE16 6TG,England,538260,286260,WALPOLE GIS 132KV,MARCH GRID 132/33kV,,33kV,Eastern Power Networks (EPN),solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,Yes,Connected,5.0,5.0,5.263,,,2016-03-24,,,,,,,,,,,,,,2020-11-13,0.0333654946231978,52.4567992423764,"52.4567992423764,0.0333654946231978",EPN-S0000000D6065,Solar PV
Data not available,,NIFES Consulting Group,WATFORD HOSP,VICARAGE RD,,Watford,Herts,WD18 0HB,England,510484,195679,WATFORD SOUTH 132kV,HOLYWELL GRID 132/11kV,,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,2.2,,,,,,,,,,,,,No,Connected,2.2,2.2,2.316,,,2016-11-23,,,,,,,,,,,,,,2021-12-14,-0.4044860859111,51.6490615551861,"51.6490615551861,-0.4044860859111",EPN-S0000000F8095,Fossil fuel
1050001028474,,Solarcentury Holdings Limited,FDG B-13 ROOKERY BUS PARK / SCHOOL LANE (G),SPOONER LANE SOLAR PARK,,WYMONDHAM,NORFOLK,NR18 9JN,England,609700,298400,NORWICH MAIN 132kV,SALL GRID 132kV,,33kV,Eastern Power Networks (EPN),solar,Photovoltaic,,,,3.85,,,,,,,,,,,,,No,Connected,3.85,3.85,4.053,,,2016-02-06,,,,,,,,,,,,,,2020-11-13,1.09102395005281,52.5430531171621,"52.5430531171621,1.09102395005281",EPN-S0000000D5023,Solar PV
Data not available,,Sun & Soil Solar Farms,Martells Quarry,Ardleigh,,Colchester,Essex,CO7 4JG,England,605210,202810,BRAMFORD GRID 132kV,LAWFORD GRID 132kV,FOXASH PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,1.0,1.0,1.053,,,,,,,,,,,2022-01-17,0.967327495427575,51.6865344110403,"51.6865344110403,0.967327495427575",EPN-S0000000H3028,Solar PV
Data not available,,Chaldean Estate Ltd,THE OLD GRAIN STORE,BROMLEY LANE,,MUCH HADHAM,HERTFORDSHIRE,SG10 6HU,England,542039,220634,RYE HOUSE 132kV,RYE HOUSE GRID 33kV,MUCH HADHAM PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,2.5,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,2.5,2.5,2.632,0.0,0.0,2015-07-24,,,,,,,,2020-12-14,0.0615099191751238,51.8662107540462,"51.8662107540462,0.0615099191751238",EPN-S0000000H7075,Solar PV
1050000961965,,LIGHTSOURCE RENEWABLE DEVELOPMENT LIMITED,BIRCH GRAVEL PIT BIRCH,,,COLCHESTER,Essex,CO2 0NU,England,593240,219840,RAYLEIGH MAIN 132KV,ABBERTON GRID 132/33kV,,33kV,Eastern Power Networks (EPN),solar,Photovoltaic,,,,6.15,,,,,,,,,,,,,No,Connected,6.15,6.15,6.474,,,2015-12-31,,,,,,,,,,,,,,2020-11-13,0.803854537059724,51.8437130383295,"51.8437130383295,0.803854537059724",EPN-S0000000D3031,Solar PV
1050001036624,,Abbey Group Ltd,FDG A-16 BURY GREEN LANE FARM,FUNTHAMS LANE,,PETERBOROUGH,Cambs,PE7 2PB,England,524061,296956,WALPOLE GIS 132KV,PETERBOROUGH CENTRAL 132kV,,33kV,Eastern Power Networks (EPN),solar,Photovoltaic,,,,5.0,,,,,,,,,,,,,Yes,Connected,5.0,5.0,5.263,0.095,0.1,2016-03-30,,,,,,,,,,,,,,2020-11-13,-0.171496899069582,52.5563128709858,"52.5563128709858,-0.171496899069582",EPN-S0000000D6060,Solar PV
1050001915560,,Solar Inc Ltd,DOMINIC PETRE OF HUTTON BATTERY BANK,MOUNTNESSING,,Brentwood,Essex,CM13 1BZ,England,563080,195610,WARLEY GRID 132KV,SHENFIELD GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Battery,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,10.0,10.526,2019-11-26,,,,,,,,,,,,,,2020-11-13,0.355112687083005,51.6356610803274,"51.6356610803274,0.355112687083005",EPN-S0000000D7114,Storage
Data not available,,Global Heat Source,"Colchester Borough Homes, Batch 3, Phase 1.",,,COLCHESTER,Essex,CO3 3TT,England,598050,224080,RAYLEIGH MAIN 132KV,COLCHESTER GRID 132kV,PARSONS HEATH PRIMARY 33/11kV,LV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,1.016,,,,,,,,,,,,,No,Connected,1.016,1.016,1.069,,,2017-03-23,,,,,,,,,,,,,,2021-05-17,0.876016027925104,51.8801025249297,"51.8801025249297,0.876016027925104",EPN-S0000000H3020,Solar PV
1050001466304,,Plutus Powergen,LAND AT ERNEST NUNN ROAD,,,STOWMARKET,Suffolk,IP14 2ED,England,606330,256820,BRAMFORD GRID 132kV,STOWMARKET GRID 132kV,,33kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,40.0,,,,,,,,,,,,,No,Connected,40.0,40.0,42.105,0.52,0.547,2017-11-19,,,,,,,,,,,,,,2021-12-14,1.01586249957824,52.1710517106395,"52.1710517106395,1.01586249957824",EPN-S0000000D1018,Fossil fuel
1023477820860,,ANGLIAN WATER SERVICES LTD,WHITLINGHAM SEWAGE WORKS,WHITLINGHAM SEWAGE WORKS,"Whitlingham Lane, Kirby Bedon",Norwich,Norfolk,NR14 8TZ,England,627820,307620,NORWICH MAIN 132kV,THORPE GRID 132/11kV,THORPE GRID 132/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,1.75,,,,,,,,,,,,,No,Connected,1.75,1.75,1.842,,,2005-11-06,,,,,,,,,,,,,,2021-12-14,1.364095533484,52.6185242920676,"52.6185242920676,1.364095533484",EPN-S0000000F5014,Fossil fuel
1030006718533,,Norfolk County Council,SNETTERTON LANDFILL GENERATION,Harling Road,Snetterton,Norwich,Norfolk,NR16 2JU,England,601400,289800,BRAMFORD GRID 132kV,DISS GRID 132kV,KENNINGHALL PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,1.46,,,,,,,,,,,,,No,Connected,1.46,1.46,1.537,,,2005-05-04,,,,,,,,,,,,,,2020-11-13,0.963603970466996,52.4689740663316,"52.4689740663316,0.963603970466996",EPN-S0000000H1064,Fossil fuel
1014571868965,,LASER,CRANFIELD UNIVERSITY,,,Sundon,Beds,MK43 0AL,England,520730,271030,SUNDON 132kV,WESTONING GRID 132/33kV,BROGBOROUGH PRIMARY 33kV,11kV,Eastern Power Networks (EPN),Fossil Gas,Gas turbine (OCGT),,,,1.75,,,,,,,,,,,,,No,Connected,1.75,1.75,1.842,,,2011-01-11,,,,,,,,,,,,,,2021-01-15,-0.229965941183232,52.3240978673183,"52.3240978673183,-0.229965941183232",EPN-S0000000H4061,Fossil fuel
1030040202855,,CAMGRAIN,CAMGRAIN,LONDON ROAD,,Cambridge,Cambs,CB21 4HH,England,556640,254370,BURWELL MAIN GRID 132kV,BURWELL LOCAL GRID 132/33kV,LINTON PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2010-10-04,,,,,,,,,,,,,,2021-01-15,0.288815453153597,52.1653748995524,"52.1653748995524,0.288815453153597",EPN-S0000000H4069,Fossil fuel
1023514116247,,VIRIDIS ENERGY (NORGEN) LIMITED,WARBOYS LANDFILL SITE,Puddock Road,,Huntingdon,Cambs,PE28 2UB,England,530980,281940,EATON SOCON GRID 132kV,HUNTINGDON GRID 132kV,BURY PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,0.04,0.042,2005-03-22,,,,,,,,,,,,,,2020-11-13,-0.0754001177293259,52.4197768419882,"52.4197768419882,-0.0754001177293259",EPN-S0000000H6003,Fossil fuel
1030056990789,,REG RAMSEY LTD,RAMSEY WIND TURBINE,,,Huntingdon,Cambs,PE26 2SL,England,527680,286500,EATON SOCON GRID 132kV,HUNTINGDON GRID 132kV,BURY PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,0.05,0.053,2008-08-28,,,,,,,,,,,,,,2020-12-14,-0.12215561985728,52.4615288629933,"52.4615288629933,-0.12215561985728",EPN-S0000000H6003,Wind
1023498051205,,STUBBINS FOOD PARTNERSHIPS LIMITED,STUBBINS NURSERY,Oak Tree Road,,Fen Drayton,Cambs,CB4 5SS,England,533120,268600,EATON SOCON GRID 132kV,HUNTINGDON GRID 132kV,ST IVES PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,4.5,,,,,,,,,,,,,No,Connected,4.5,4.5,4.737,0.25,0.263,1998-11-03,,,,,,,,,,,,,,2021-12-14,-0.0492382526879492,52.299401934437,"52.299401934437,-0.0492382526879492",EPN-S0000000H4046,Fossil fuel
1030049607787,,ESSEX & SUFFOLK WATER PLC,LAYER DE LA HAYE WTW,,,Colchester,Essex,CO2 0EP,England,596500,219550,RAYLEIGH MAIN 132KV,ABBERTON GRID 132/33kV,SHRUB END PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2008-06-04,,,,,,,,,,,,,,2021-12-14,0.85095254126904,51.8399721061007,"51.8399721061007,0.85095254126904",EPN-S0000000H3076,Fossil fuel
1030000471277,,CORY ENVIRONMENTAL LTD,BARLING LANDFILL SITE,,,SOUTHEND,Essex,SS3 0UL,England,593600,190600,RAYLEIGH MAIN 132KV,FLEETHALL GRID,THORPE BAY PRIMARY,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,2.6,,,,,,,,,,,,,No,Connected,2.6,2.6,2.737,,,2004-07-16,,,,,,,,,,,,,,2021-01-15,0.792843128121035,51.5810019650959,"51.5810019650959,0.792843128121035",EPN-S0000000H7036,Fossil fuel
1023536852431,,VIRIDIS ENERGY (NORGEN) LIMITED,GODMANCHESTER LANDFILL SITE,COW LANE,,Godmanchester,Cambs,PE29 2EJ,England,525090,271010,EATON SOCON GRID 132kV,HUNTINGDON GRID 132/11kV,,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,0.06,0.063,2003-03-31,,,,,,,,,,,,,,2021-01-15,-0.166034541237696,52.3229427431025,"52.3229427431025,-0.166034541237696",EPN-S0000000F4068,Fossil fuel
1014573085660,,British Telecomminications PLC,BT COLINDALE TELEPHONE EXCHANGE,,,Colindale,London,NW9 6LB,England,521660,188690,MILL HILL 132kV,COLINDALE GRID 132/11kV,COLINDALE GRID 132/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,1.15,,,,,,,,,,,,,No,Connected,1.15,1.15,1.211,,,2001-09-11,,,,,,,,,,,,,,2021-12-14,-0.245452527419299,51.5839462545395,"51.5839462545395,-0.245452527419299",EPN-S0000000F8073,Fossil fuel
1023520827186,,GROWERS CHP ( SOUTH ) LIMITED,STUBBINS NURSERY RYE HOUSE,,,WALTHAM ABBEY,Herts,EN9 2EE,England,538000,202920,RYE HOUSE 132kV,HARLOW WEST GRID 132/33kV,BROXBOURNE PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,1998-06-05,,,,,,,,,,,,,,2021-01-15,-0.00415048011734569,51.7080536313633,"51.7080536313633,-0.00415048011734569",EPN-S0000000H7040,Fossil fuel
1023483766134,,ECOTECH WIND PARK LTD,ECOTECH CENTRE,,,Swaffham,Norfolk,PE37 7HT,England,581600,309950,WALPOLE GIS 132KV,SWAFFHAM GRID 132/33kV,SWAFFHAM GRID 33/11kV,11kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,1.5,,,,,,,,,,,,,No,Connected,1.5,1.5,1.579,,,1999-09-22,,,,,,,,,,,,,,2020-12-14,0.683497290185015,52.6568606886908,"52.6568606886908,0.683497290185015",EPN-S0000000H6042,Wind
1050000435068,,Trinity Hall Biogas ltd.,TRINITY HALL FARM,,,Sundon,Beds,LU7 9PY,England,498920,225490,SUNDON 132kV,HOUGHTON REGIS GRID 132/33kV,HOUGHTON REGIS PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2012-06-29,,,,,,,,,,,,,,2021-12-15,-0.563082471151108,51.9191602490483,"51.9191602490483,-0.563082471151108",EPN-S0000000H8076,Fossil fuel
1023470566201,,YODEL DELIVERY NETWORK LIMITED,SECURICOR PLOT 9000,,,Hatfield,Herts,AL10 9TR,England,520550,209650,ELSTREE AIS 132KV,HATFIELD GRID 132kV,TUNNEL PRIMARY 33kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,1.275,,,,,,,,,,,,,No,Connected,1.275,1.275,1.342,,,2000-09-19,,,,,,,,,,,,,,2021-12-14,-0.254236312009546,51.7725526820947,"51.7725526820947,-0.254236312009546",EPN-S0000000H8104,Fossil fuel
1023464917632,,AUTORAMA UK LTD,C2 HALL ROAD,,,HEMEL HEMPSTEAD,Herts,HP2 7BH,England,507520,208390,ELSTREE AIS 132KV,PICCOTTS END GRID 132kV,HEMEL NORTH PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,3.0,,,,,,,,,,,,,No,Connected,3.0,3.0,3.158,,,2002-11-01,,,,,,,,,,,,,,2021-12-14,-0.44339370576548,51.7638799047818,"51.7638799047818,-0.44339370576548",EPN-S0000000H8052,Fossil fuel
1030079555856,,STAFFORD RENEWABLE ENERGY LIMITED,H G BLAKES,FELTHORPE,,Norwich,Norfolk,NR10 2DU,England,616330,316250,NORWICH MAIN 132kV,THORPE GRID 132/11kV,HORSFORD PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,1.56,,,,,,,,,,,,,No,Connected,1.56,1.56,1.642,,,2012-04-02,,,,,,,,,,,,,,2021-01-15,1.20030920686222,52.7006792726214,"52.7006792726214,1.20030920686222",EPN-S0000000H5006,Fossil fuel
1014572616929,,NATIONAL GRID GAS PLC,TRANSCO,,,Norwich,Norfolk,NR12 0JD,England,633030,334320,NORWICH MAIN 132kV,SALL GRID 132kV,KNAPTON PRIMARY 33kV,11kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,1.1,,,,,,,,,,,,,No,Connected,1.1,1.1,1.158,,,2000-01-06,,,,,,,,,,,,,,2021-01-15,1.45985123691425,52.855901676776,"52.855901676776,1.45985123691425",EPN-S0000000H5034,Fossil fuel
1030006584213,,NESS POINT LTD,NESS POINT WIND TURBINE IMPORT METERING,GAS WORK RAOD,,LOWERSTOFF,Norfolk,NR32 1UZ,England,655480,293520,NORWICH MAIN 132kV,LOWESTOFT GRID 132/33kV,WHAPLOAD RD PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,3.2,,,,,,,,,,,,,No,Connected,3.2,3.2,3.368,,,2005-01-07,,,,,,,,,,,,,,2020-11-13,1.7609586959393,52.4797470626083,"52.4797470626083,1.7609586959393",EPN-S0000000H5039,Wind
1030046663789,,Anglian Water,CLOCKCASE ROAD,,,Kings Lynn,Norfolk,PE34 4BZ,England,560300,322250,WALPOLE GIS 132KV,KINGS LYNN GRID 132/33kV,AUSTIN STREET PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Biofuel landfill gas,Steam-gas turbine (CCGT),,,,2.168,,,,,,,,,,,,,No,Connected,2.168,2.168,2.282,,,2008-03-06,,,,,,,,,,,,,,2020-11-13,0.37488741662256,52.7740471616555,"52.7740471616555,0.37488741662256",EPN-S0000000H6002,Biogas
1030058039810,,VIRIDOR WASTE MANAGEMENT LIMITED,ELSENHAM LANDFILL,,,Bishops Stortford,Essex,CM22 6DJ,England,554570,226840,PELHAM GRID 132kV,BISHOPS STORTFORD GRID 132/33kV,STANSTED AIRPORT MAIN PR 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.053,,,2009-02-12,,,,,,,,,,,,,,2021-01-15,0.246139324815842,51.9186373186732,"51.9186373186732,0.246139324815842",EPN-S0000000H7035,Fossil fuel
1023545939345,,BIO PRODUCTS LABORATORY LIMITED,BIO PRODUCTS LABORATORY,DAGGERS LANE,ELSTREE,Watford,Herts,WD6 3BX,England,516440,195640,ELSTREE AIS 132KV,BUSHEY MILL GRID 132kV,HARTSPRING PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil oil,Engine (combustion / reciprocating),,,,2.0,,,,,,,,,,,,,No,Connected,2.0,2.0,2.105,,,2005-07-07,,,,,,,,,,,,,,2021-12-14,-0.318451248137208,51.6475104090187,"51.6475104090187,-0.318451248137208",EPN-S0000000H8117,Fossil fuel
1030078059937,,OCCUPIER UNKNOWN,STATION WORKS,,Stanbrook,Thaxted,Essex,CM6 2NG,England,560370,229950,PELHAM GRID 132kV,THAXTED GRID 132kV,THAXTED LOCAL 33/11kV,11kV,Eastern Power Networks (EPN),Fossil gas,Steam-gas turbine (CCGT),,,,1.185,,,,,,,,,,,,,No,Connected,1.185,1.185,1.247,,,2012-10-22,,,,,,,,,,,,,,2020-11-13,0.331849267957868,51.9449368899587,"51.9449368899587,0.331849267957868",EPN-S0000000H3009,Fossil fuel
1030017556135,,SCOTTISHPOWER STRATEGIC TRANSACTIONS,COLDHAM WINDFARM,,,WISBECH,Cambs,PE14 0LU,England,546020,300400,WALPOLE GIS 132KV,WALSOKEN GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,16.0,,,,,,,,,,,,,No,Connected,16.0,16.0,16.842,,,2005-09-02,,,,,,,,,,,,,,2020-12-14,0.153690265141906,52.5818094252536,"52.5818094252536,0.153690265141906",EPN-S0000000D6077,Wind
1023545564903,,SCROBY SANDS GENERATION,SCROBY SANDS,Admiralty Road,,Great Yarmouth,Norfolk,NR30 3NS,England,652800,305850,NORWICH MAIN 132kV,GT YARMOUTH GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,76.0,,,,,,,,,,,,,No,Connected,76.0,76.0,80.0,,,2004-03-25,,,,,,,,,,,,,,2020-12-14,1.73095837704539,52.5916044490958,"52.5916044490958,1.73095837704539",EPN-S0000000D5067,Wind
1023470427970,,BRITISH SUGAR PLC,WISSINGTON SUGAR FACTORY,,,Kings Lynn,Norfolk,PE33 9QG,England,565960,297640,WALPOLE GIS 132KV,SWAFFHAM GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Biofuel biogas from anaerobic digestion (excluding landfill & sewage),Steam-gas turbine (CCGT),,,,54.0,,,,,,,,,,,,,No,Connected,54.0,54.0,56.842,,,2001-02-23,,,,,,,,,,,,,,2020-12-14,0.446331926595967,52.5513057440901,"52.5513057440901,0.446331926595967",EPN-S0000000D6042,Biogas
1023485782546,,British Sugar,SUGAR BEET FACTORY,,,Bury St Edmunds,Suffolk,IP32 7BZ,England,586500,265600,BRAMFORD GRID 132kV,BURY GRID 132/33kV,BRITISH SUGAR 33kV,132kV,Eastern Power Networks (EPN),Biofuel biogas from anaerobic digestion (excluding landfill & sewage),Steam-gas turbine (CCGT),,,,58.0,,,,,,,,,,,,,No,Connected,58.0,58.0,61.053,,,1999-08-13,,,,,,,,,,,,,,2020-11-13,0.731086511965485,52.2569502839238,"52.2569502839238,0.731086511965485",EPN-S0000000G1022,Biogas
1023525149808,,NON FOSSIL PURCHASING AGENCY,RAINHAM LANDFILL,,,RAINHAM,Essex,RM13 9DA,England,552500,179200,WARLEY GRID 132KV,PURFLEET GRID,,33kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,23.22,,,,,,,,,,,,,No,Connected,23.22,23.22,24.442,0.3,0.316,2001-01-24,,,,,,,,,,,,,,2020-11-13,0.195243330657796,51.4911869013834,"51.4911869013834,0.195243330657796",EPN-S0000000D7049,Fossil fuel
1050000556046,,JACKS LANE ENERGY LIMITED,JACKS LANE WIND FARM,Barwick Hall Farm,Stanhoe,Kings Lynn,Norfolk,PE31 8PZ,England,581860,335010,WALPOLE GIS 132KV,HEMPTON GRID 132kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,15.0,,,,,,,,,,,,,No,Connected,15.0,15.0,15.789,,,2014-11-26,,,,,,,,,,,,,,2020-12-14,0.701236791349364,52.881801678008,"52.881801678008,0.701236791349364",EPN-S0000000D6045,Wind
1030083917802,,REG BURNTHOUSE LTD,BURNT HOUSE WIND,,,PETERBOROUGH,Cambs,PE7 2HS,England,534260,294970,WALPOLE GIS 132KV,MARCH GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,6.316,,,,,,,,,,,,,No,Connected,6.316,6.316,6.648,,,2013-05-17,,,,,,,,,,,,,,2020-12-14,-0.0219550879912207,52.5360518409568,"52.5360518409568,-0.0219550879912207",EPN-S0000000D6065,Wind
1030037258625,,FENLAND WINDFARMS LIMITED,RED TILE WINDFARM - 2,,Straight Drove,Huntingdon,Cambs,PE28 2UH,England,534850,283160,EATON SOCON GRID 132kV,HUNTINGDON GRID 132kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,14.0,,,,,,,,,,,,,No,Connected,14.0,14.0,14.737,,,2006-12-08,,,,,,,,,,,,,,2020-11-13,-0.0180375753982001,52.4297985969062,"52.4297985969062,-0.0180375753982001",EPN-S0000000D4068,Wind
1030037258397,,FENLAND WINDFARMS LIMITED,RED TILE WINDFARM - 1,,Straight Drove,Huntingdon,Cambs,PE28 2UH,England,534860,283190,WALPOLE GIS 132KV,PETERBOROUGH CENTRAL 33kV,,33kV,Eastern Power Networks (EPN),Wind onshore,Onshore wind turbines,,,,10.0,,,,,,,,,,,,,No,Connected,10.0,10.0,10.526,,,2006-12-08,,,,,,,,,,,,,,2020-11-13,-0.0178784956584467,52.430065672324,"52.430065672324,-0.0178784956584467",EPN-S0000000D6060,Wind
1097000000100,,CENTRICA PB LIMITED,PETERBOROUGH POWER STATION,Storey Bar Road,,Peterborough,Cambs,PE1 5NT,England,521990,299110,WALPOLE GIS 132KV,PETERBOROUGH POWER STN 132kV,,132kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,360.0,,,,,,,,,,,,,No,Connected,360.0,360.0,378.947,,,1990-12-13,,,,,,,,,,,,,,2020-12-14,-0.201236473620055,52.5761350603915,"52.5761350603915,-0.201236473620055",EPN-S0000000C6038,Fossil fuel
1097000000110,,E.ON UK PLC,GT YARMOUTH POWER STATION,,South Denes Road,Gt Yarmouth,Norfolk,NR30 3PY,England,652926,305093,NORWICH MAIN 132kV,,,132kV,Eastern Power Networks (EPN),Fossil gas,Gas turbine (OCGT),,,,420.0,,,,,,,,,,,,,No,Connected,420.0,420.0,442.105,,,1998-12-18,,,,,,,,,,,,,,2021-01-15,1.73223666379188,52.5847550661948,"52.5847550661948,1.73223666379188",EPN-S0000000C7057,Fossil fuel
1099000001669,,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,SHERINGHAM SHOAL OFFSHORE WINDFARM,,,Sherringham,Norfolk,NR10 4BF,England,612740,323990,NORWICH MAIN 132kV,SALL GRID 132kV,,132kV,Eastern Power Networks (EPN),Wind offshore,Offshore wind turbines,,,,322.0,,,,,,,,,,,,,No,Connected,322.0,322.0,338.947,,,2012-04-01,,,,,,,,,,,,,,2021-12-14,1.15227660549401,52.7715745360746,"52.7715745360746,1.15227660549401",EPN-S0000000C5023,Wind
1050001495183,,OST Energy Limited,CLAREDOWN FARM (PREVIOUSLY KNOWN AS HICKFORD HILL SUDBURY),,Hickford Hill,Sudbury,Suffolk,CO10 7DW,England,578700,244580,PELHAM GRID 132kV,BELCHAMP GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Battery storage,Battery,,,,20.0,,,,,,,,,,,,,No,Connected,20.0,20.0,21.053,20.0,21.053,2018-02-01,,,,,,,,,,,,,,2020-11-13,0.605879625186295,52.0707544323558,"52.0707544323558,0.605879625186295",EPN-S0000000D1011,Storage
